date,country,operator,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground
1929-12-19 00:00:00,Germany,Deutsche Lufthansa,Arado V1,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1929-12-30 17:00:00,Texas,Trans Continental Air Transport,Travel Air B6000,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1930-01-10 00:00:00,Nebraska,Boeing Air Transport,Boeing 95,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1930-01-13 00:00:00,Madagascar,Air Orient,Farman 190,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1930-01-19 18:23:00,California,Maddux Airlines,Ford 5-AT-C Tri Motor,16.0,14.0,2.0,16.0,14.0,2.0,0.0
1930-01-25 00:00:00,Spain,Aeropostale,Latecoere 25,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1930-01-27 17:30:00,Missouri,Central  Airlines (Universal Aviation Corporation),Travel Air A6000A,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1930-02-03 00:00:00,Connecticut,Colonial Air Transport,Pitcairn PA-6 Mailwing,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1930-02-10 00:00:00,England,Air Union,Farman F-63,6.0,3.0,3.0,2.0,2.0,0.0,0.0
1930-04-18 17:00:00,New Jersey,Canadian Colonial Airways,Fairchild 71,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1930-05-10 00:00:00,Argentina,Aeropostale,Latecoere 28,4.0,2.0,2.0,3.0,1.0,2.0,0.0
1930-06-05 00:00:00,Massachusetts,Colonial Air Transport,Ford Tri-Motor 5,15.0,13.0,2.0,1.0,1.0,0.0,0.0
1930-07-07 00:00:00,Denmark,Deutsche Lufthansa,Dornier Wal,8.0,5.0,3.0,5.0,4.0,1.0,0.0
1930-07-10 00:00:00,Texas,Cross Airways,Lockheed Vega 5,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1930-07-21 15:00:00,England,Walcot Air Line,Junkers F-13ge,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1930-08-22 15:45:00,Czechoslovakia,Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor,11.0,10.0,1.0,10.0,9.0,1.0,0.0
1930-09-11 00:00:00,England,Sabena,Sabca F-VII,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1930-09-25 00:00:00,Canada,Western Canada Airways,Boeing 40,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1930-10-05 02:05:00,France,British Air Ministry,Royal Airship Works R-101,54.0,46.0,8.0,48.0,40.0,8.0,0.0
1930-10-06 09:45:00,Germany,Deutsche Lufthansa,Messerschmitt M-20B,8.0,6.0,2.0,8.0,6.0,2.0,0.0
1930-10-12 00:00:00,Morocco,Aeropostale,Latecoere 28,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1930-10-13 00:00:00,Australia,Wings Ltd,de Havilland DH.80 Puss Moth,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1930-10-28 00:00:00,Canada,Alaska-Washington Airways,Lockheed Vega,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1930-10-30 00:00:00,France,Imperial Airways,Handley Page W-8,6.0,3.0,3.0,3.0,2.0,1.0,0.0
1930-10-30 00:00:00,Indiana,Embry Riddle Company,Pitcairn PA-6 Mailwing,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1930-11-07 00:00:00,Brazil,Syndicato Condor,Junkers G-24,9.0,8.0,1.0,1.0,1.0,0.0,0.0
1930-11-18 02:00:00,California,Pacific Air Transport,Boeing 40,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1930-12-09 00:00:00,China,China National Aviation Corporation,Loening C-W Air Yaht,6.0,4.0,2.0,4.0,2.0,2.0,0.0
1931-01-08 22:40:00,Belgium,Sabena,Fokker F-VII,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1931-01-22 00:00:00,Washington,Varney Air Lines,Boeing 40,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-02-08 00:00:00,New Zealand,Dominion Air Lines,Desoutter II,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1931-02-20 00:00:00,Canada,Western Canada Airways,Fokker Universal F-14,3.0,2.0,1.0,2.0,2.0,0.0,0.0
1931-02-24 00:00:00,Off Spain,Aeropostale,Latecoere 32,3.0,0.0,3.0,1.0,0.0,1.0,0.0
1931-03-21 13:00:00,Australia,Australian National Airways,Avro 10,8.0,6.0,2.0,8.0,6.0,2.0,0.0
1931-03-31 10:45:00,Kansas,Trans Continental and Western Air,Fokker F10A Trimotor,8.0,6.0,2.0,8.0,6.0,2.0,0.0
1931-04-14 00:00:00,Germany,Deutsche Lufthansa,Messerschmitt M-20,10.0,7.0,3.0,2.0,0.0,2.0,0.0
1931-05-05 23:30:00,California,Pacific Air Transport,Boeing 40,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1931-05-22 00:00:00,Australia,Guiena Airways,Junkers W-34,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-05-24 22:30:00,Pennsylvania,National Air Transport,Boeing 95,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-06-07 09:00:00,Burma,Air Orient,Fokker F-VIIB,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1931-06-11 00:00:00,Ohio,Rubner Flying Service,Lockheed Vega 2,3.0,1.0,2.0,2.0,0.0,2.0,0.0
1931-06-13 00:00:00,Germany,Deutsche Lufthansa,Dornier Merkur,4.0,2.0,2.0,4.0,2.0,2.0,0.0
1931-07-12 00:00:00,Illinois,Braniff Airlines,Lockheed Vega,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1931-07-14 00:00:00,Australia,Australian Aerial Services,Lasco Lascowl,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1931-07-21 00:00:00,Illinois,American Airways,Pitcairn PA-6 Mailwing,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-07-24 00:00:00,Bulgaria,CIDNA,Fokker F-VII,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1931-08-09 08:40:00,Ohio,American Airways,Ford 5-AT-C Tri Motor,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1931-09-14 20:00:00,Illinois,Chicago-Detroit Airways,Lockheed Vega,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-09-15 00:00:00,Romania,CIDNA,Fokker F-VIIb-3m,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1931-09-16 04:00:00,California,Pacific Air Transport,Boeing 40,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1931-10-06 00:00:00,Canada,Deutsche Lufthansa,Heinkel HE-2,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1931-10-14 00:00:00,Brazil,Syndicato Condor,Dornier Wal,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1931-11-05 06:48:00,New Jersey,"NY, Phil., Washington AW",Lockheed Orion 9,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1931-11-13 00:00:00,South Africa,Union Airways,De Havilland DH.80,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1931-11-23 00:00:00,Utah,Boeing Air Transport,Boeing 40,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-11-24 00:00:00,China,China National Aviation Corporation,Stinson,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1931-11-26 22:30:00,Washington,Varney Air Lines,Boeing 40,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1931-12-05 00:00:00,Illinois,Braniff Airways,Lockheed Vega 5,6.0,5.0,1.0,2.0,2.0,0.0,0.0
1931-12-06 05:45:00,Thailand,KLM Royal Dutch Airlines,Fokker F-VIIb-3M,7.0,3.0,4.0,5.0,2.0,3.0,0.0
1931-12-09 00:00:00,Off Algiers,Aeropostale,CAMS 56,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1931-12-31 00:00:00,Ohio,American Airways,Fairchild Pilgrim 100A,5.0,4.0,1.0,4.0,4.0,0.0,0.0
1932-01-21 00:00:00,Ilinois,Northwest Airways,Stinson SM-2A,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-01-29 16:00:00,California,Century Pacific Lines,Stinson SM-6000B,8.0,7.0,1.0,8.0,7.0,1.0,0.0
1932-02-01 00:00:00,Florida,Bimini Airways,Fairchild,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1932-02-02 00:00:00,California,Boeing Air Transport,Boeing 40,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1932-02-02 00:00:00,Michigan,Transamerican Airlines,Stearman C-3MB,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-02-27 00:00:00,Brazil,Aeropostale,Latecoere 28,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1932-03-08 02:00:00,Illinois,Century Air Lines,Stinson SM-6000B,5.0,0.0,5.0,3.0,0.0,3.0,0.0
1932-03-19 19:30:00,California,American Airways,Fokker F-10A,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1932-03-21 00:00:00,Ohio,Trans Continental and Western Air,Northrop Alpha 3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-03-29 00:00:00,Iraq,Air Orient,Farman F-190,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1932-03-31 00:00:00,Ohio,National Air Transport,Boeing 95,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-04-21 00:00:00,Indiana,Transamerica Airlines,Stearman C-3MB,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-05-16 00:00:00,California,Pacific Air Transport,Boeing 40,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1932-05-30 12:00:00,Oregon,Varney Air Lines,Boeing 40,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1932-07-16 08:00:00,Chile,Panagra,Ford 5-AT-C Tri Motor,9.0,6.0,3.0,9.0,6.0,3.0,0.0
1932-08-12 00:00:00,Lebanon,Air Orient,CAMS 53,7.0,3.0,4.0,0.0,0.0,0.0,0.0
1932-08-31 00:10:00,Germany,A B Aerotransport,Junkers G-23,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1932-09-08 09:00:00,Texas,American Airways,Fokker F-10,4.0,2.0,2.0,3.0,1.0,2.0,0.0
1932-09-17 06:00:00,England,Air Union,Liore-et-Olivier 213,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1932-09-18 00:00:00,Australia,New England Airways,De Havilland DH-80,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1932-10-12 00:00:00,Mauritania,Aeropostale,Latecoere 28,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-10-26 00:00:00,Bolivia,Lloyd Aero Boliviano,Ford Tri-motor 5,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1932-10-29 00:00:00,England,Deutsche Lufthansa,Junkers W-33,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1932-11-02 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1932-11-25 00:00:00,Arkansas,Hunter Airways,Travel Air 6000,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1932-12-14 00:00:00,Texas,Trans Continental and Western Air,Ford 5,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1932-12-14 00:00:00,Colorado,Boeing Air Transport,Boeing 40,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1932-12-26 00:00:00,Australia,Guinea Airways,De Havilland DH-60,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1933-01-10 00:00:00,Algiers,Aeropostale,CAMS 53,3.0,0.0,3.0,1.0,0.0,1.0,0.0
1933-01-14 00:00:00,New Jersey,Eastern Air Transport,Curtiss Condor 18,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1933-01-20 00:00:00,Georgia,American Airways,Stearman 4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1933-01-20 02:07:00,Texas,American Airways,Stearman 4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1933-01-24 00:00:00,Oregon,Pacific Air Transport,Ford 5-AT-D,3.0,1.0,2.0,2.0,0.0,2.0,0.0
1933-03-11 00:00:00,Argentina,Pan American Grace Airways,Fairchild FC-2W,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1933-03-25 20:07:00,California,Varney Airlines,Lockheed Orion 9,3.0,2.0,1.0,3.0,2.0,1.0,11.0
1933-03-28 14:30:00,Belgium,Imperial Airways,Armstrong Whitworth Argosy II,15.0,12.0,3.0,15.0,12.0,3.0,0.0
1933-04-03 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1933-04-04 12:30:00,New Jersey,U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship),76.0,65.0,11.0,73.0,61.0,12.0,0.0
1933-04-23 07:40:00,Italy,Air Orient,Cams 53-1,8.0,5.0,3.0,5.0,2.0,3.0,0.0
1933-04-29 00:00:00,Germany,Eurasia,Junkers W-34,4.0,2.0,2.0,4.0,2.0,2.0,0.0
1933-05-09 15:00:00,Spain,La Tecoere Company,Latecoere 28-1,6.0,3.0,3.0,6.0,3.0,3.0,0.0
1933-06-04 03:15:00,Virginia,Eastern Air Transport,Pitcairns PA-6,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1933-06-11 17:00:00,Illinois,Palwaukee,Sikorsky S-38B (flying boat),9.0,7.0,2.0,9.0,7.0,2.0,0.0
1933-07-18 15:40:00,Aegean Sea,Societa Anonima Aero Expresso Italiana,CMASA Wal (flying boat),6.0,2.0,4.0,6.0,2.0,4.0,0.0
1933-08-29 01:00:00,New Mexico,Trans Continental and Western Air,Ford 5-AT-B Tri Motor,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1933-09-12 00:00:00,Yugoslavia,Aeroput,Farman F-306,8.0,6.0,2.0,8.0,6.0,2.0,0.0
1933-10-10 21:00:00,Indiana,United Air Lines,Boeing 247,10.0,7.0,3.0,10.0,7.0,3.0,0.0
1933-10-31 11:20:00,France,Air France,Farman F-301,5.0,2.0,3.0,2.0,1.0,1.0,0.0
1933-11-09 22:35:00,Oregon,United Air Lines,Boeing 247,10.0,7.0,3.0,4.0,3.0,1.0,0.0
1933-11-10 00:00:00,New Mexico,Trans Continental and Western Air,Northrop Delta,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1933-11-20 00:00:00,China,China National Aviation Corporation,Stinson,8.0,7.0,1.0,8.0,7.0,1.0,0.0
1933-11-21 15:00:00,USSR,Kalinin,Kalinin K-7,20.0,0.0,20.0,14.0,0.0,14.0,0.0
1933-11-24 00:00:00,Illinois,National Air Transport,Boeing 247,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1933-12-11 16:00:00,Germany,Deutsche Lufthansa,Focke-Wulf A-17,10.0,8.0,2.0,6.0,4.0,2.0,0.0
1933-12-14 00:00:00,South Africa,Union Airways,Junkers W-34,6.0,4.0,2.0,5.0,3.0,2.0,0.0
1933-12-30 13:00:00,Belgium,Imperial Airways,Avro 10,10.0,8.0,2.0,10.0,8.0,2.0,0.0
1934-01-15 18:15:00,France,Air France,Dewoitine D-332,14.0,10.0,4.0,14.0,10.0,4.0,0.0
1934-01-20 00:00:00,France,Air France,Breguet 280T,2.0,2.0,0.0,2.0,2.0,0.0,0.0
1934-02-23 14:15:00,Utah,Boeing Aircraft Company,Boeing 247,8.0,5.0,3.0,8.0,5.0,3.0,0.0
1934-02-26 00:00:00,Morocco,Air France,Latécoère 28,6.0,5.0,1.0,1.0,1.0,0.0,0.0
1934-03-06 00:00:00,Illinois,American Airways,Fairchild Pilgrim 100A,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1934-03-10 00:00:00,Colombia,Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,6.0,4.0,2.0,5.0,3.0,2.0,0.0
1934-03-22 00:00:00,Peru,Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,15.0,12.0,3.0,3.0,0.0,3.0,0.0
1934-04-10 00:00:00,China,China National Aviation Corporation,Sikorsky S-38BB,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1934-05-09 00:00:00,English Channel,Air France,Wibault 282T,6.0,3.0,3.0,6.0,3.0,3.0,0.0
1934-05-31 05:00:00,England,Air France,Liore-et-Olivier 213,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1934-06-09 17:00:00,New York,American Airways,Curtiss Condor T-32,7.0,4.0,3.0,7.0,4.0,3.0,0.0
1934-06-11 11:00:00,Argentina,Panagra,Ford 5-AT-C Tri-Motor,10.0,7.0,3.0,6.0,3.0,3.0,0.0
1934-06-22 00:00:00,Germany,Deutsche Lufthansa,Dornier Merkur,7.0,5.0,2.0,1.0,0.0,1.0,0.0
1934-06-23 06:00:00,California,Aerevias Centrales Air Service,Lockheed Orion,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1934-07-09 00:00:00,California,United Air Services,Lockheed Vega,4.0,3.0,1.0,3.0,2.0,1.0,0.0
1934-07-27 09:50:00,Germany,Swissair,Curtiss AT-32C Condor,12.0,9.0,3.0,12.0,9.0,3.0,0.0
1934-08-05 00:00:00,Brazil,Air France,Latecoere 26,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1934-08-10 00:00:00,China,China National Aviation Corporation,Sikorsky S-38B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934-08-31 22:45:00,Missouri,Rapid Air Transport,Stinson  SM-6000B,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1934-10-02 10:50:00,English Channel,Hillman's Airways,de havilland 89 Dragon Rapide,7.0,6.0,1.0,7.0,6.0,1.0,0.0
1934-10-03 00:00:00,Australia,Qantas,de Havilland DH-50A,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1934-10-19 00:00:00,Australia,Holymans Airways,de Havilland DH-86,11.0,9.0,2.0,11.0,9.0,2.0,0.0
1934-11-02 00:00:00,Australia,Holdens Air Transport Service,De Havilland DH-61,4.0,2.0,2.0,2.0,2.0,0.0,0.0
1934-11-15 23:42:00,Montana,Rapid Air Transport,Stinson SM-6000-B,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1934-11-15 00:00:00,Australia,Qantas,de Havilland DH-86,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1934-12-07 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1934-12-08 05:30:00,Missouri,Braniff Airlines,Lockheed Vega 5C,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1934-12-10 07:30:00,Cuba,Cubana de Aviacion,Ford 4-AT-E Tri-motor,8.0,5.0,3.0,4.0,2.0,2.0,0.0
1934-12-20 03:33:00,Syria,KLM Royal Dutch Airlines,Douglas DC-2-115A,7.0,3.0,4.0,7.0,3.0,4.0,0.0
1934-12-22 02:52:00,Tennessee,American Airlines,Lockheed Orion 9D,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1934-12-31 00:00:00,unknown,Aeroflot,Tupolev ANT-9,10.0,8.0,2.0,10.0,8.0,2.0,0.0
1935-01-08 00:00:00,Pakistan,Indian Air Force,Wapiti,2.0,0.0,2.0,2.0,0.0,2.0,15.0
1935-01-26 00:00:00,Pennsylvania,Trans Continental and Western Air,Consolidated Fleetster,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1935-01-31 19:00:00,Germany,Deruluft,Junkers JU-52/3m,11.0,8.0,3.0,11.0,8.0,3.0,0.0
1935-02-12 00:00:00,Californiia,US Navy,Goodyear-Zeppelin U.S.S. Macon (airship),83.0,0.0,83.0,2.0,0.0,2.0,0.0
1935-03-07 00:00:00,Germany,Deruluft,Rochrbach Roland,3.0,0.0,3.0,0.0,0.0,0.0,0.0
1935-03-15 00:00:00,Egypt,Misrair,de Havilland Dragon 1,6.0,5.0,1.0,3.0,2.0,1.0,0.0
1935-03-29 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,5.0,0.0,5.0,5.0,0.0,5.0,0.0
1935-04-01 00:45:00,France,Air France,Farman F-300,3.0,0.0,3.0,1.0,0.0,1.0,0.0
1935-04-06 15:18:00,Germany,KLM Royal Dutch Airlines,Fokker F-12,7.0,2.0,5.0,7.0,2.0,5.0,0.0
1935-05-01 10:45:00,Colorado,Varney Air Lines,Lockheed Vega,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1935-05-06 03:30:00,Missouri,Trans Continental and Western Air,Douglas DC-2-112,14.0,12.0,2.0,5.0,3.0,2.0,0.0
1935-05-18 00:45:00,Russia,Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50.0,37.0,13.0,50.0,37.0,13.0,2.0
1935-05-18 18:35:00,Michigan,Knowles Flying Service of Detroit,Ford model 4-AT-E,12.0,11.0,1.0,3.0,2.0,1.0,0.0
1935-05-27 16:00:00,Wyoming,Wyoming Air Service,Boeing 221,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1935-05-28 22:25:00,Illinois,Chicago and Southern Airlines,Stinson SM6000B Tri-motor,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1935-05-29 00:00:00,Honduras,unknown,unknown,9.0,8.0,1.0,6.0,5.0,1.0,0.0
1935-06-24 14:36:00,Colombia,Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,20.0,18.0,2.0,17.0,15.0,2.0,0.0
1935-07-14 09:40:00,Netherlands,KLM Royal Dutch Airlines,Fokker F-XXII,20.0,15.0,5.0,6.0,2.0,4.0,0.0
1935-07-19 14:20:00,Mississippi,Wedell-Williams Air Service Corporation,General 102-E,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1935-07-20 12:30:00,Switzerland,KLM Royal Dutch Airlines,Douglas DC-2,13.0,9.0,4.0,13.0,9.0,4.0,0.0
1935-07-23 00:00:00,United Kingdom,Jersey Airways,de Havilland DH-84 Dragon,8.0,7.0,1.0,3.0,3.0,0.0,0.0
1935-07-28 00:00:00,Colombia,Fuerza Aerea Colombiana,Junkers W-34,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1935-08-07 08:00:00,Egypt,Ala Littoria,Savoia-Marchetti S-66,7.0,3.0,4.0,7.0,3.0,4.0,0.0
1935-08-13 00:00:00,China,China National Aviation Corporation,Sikorsky S-38B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935-08-14 23:45:00,Texas,Delta Air Lines,Stinson Model A,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1935-08-15 20:18:00,Alaska,Private,Lockheed Orion 9E Explorer float plane,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1935-08-15 20:08:00,Wyoming,Aero Mayflower Transit Co,"Waco, model YLC",3.0,2.0,1.0,3.0,2.0,1.0,0.0
1935-09-01 23:00:00,California,Western Air Express,Boeing 247,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1935-09-13 09:00:00,Panama,Panama Airways,Ford Tri-Motor,8.0,7.0,1.0,8.0,7.0,1.0,0.0
1935-10-02 09:55:00,Australia,Holyman Airways,de Havilland DH-86,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1935-10-07 02:19:00,Wyoming,United Air Lines,Boeing 247D,12.0,9.0,3.0,12.0,9.0,3.0,0.0
1935-10-09 00:00:00,Gulf of Finland,Aero O-Y,Junkers F-13,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1935-10-21 11:00:00,New York,Chamberlin Flying Service,Curtiss AT-32C Condor,6.0,4.0,2.0,1.0,0.0,1.0,0.0
1935-10-30 19:40:00,Wyoming,United Air Lines,Boeing B-247-D,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1935-11-02 00:00:00,Brazil,Air France,Latécoère 28-1,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1935-11-09 04:40:00,Texas,Braniff Airlines,Lockheed Vega,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1935-11-09 00:00:00,Italy,Imperial Airways,Short S-17 Kent,13.0,10.0,3.0,12.0,9.0,3.0,0.0
1935-11-11 00:00:00,France,Air France,Latecoere 28,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1935-12-04 00:00:00,France,Air Bleu,Caudron C-630 Simoun,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1935-12-10 16:45:00,England,Sabena,Savoia-Marchetti SM73,11.0,7.0,4.0,11.0,7.0,4.0,0.0
1935-12-24 00:00:00,Poland,Deutsche Lufthansa,Heinkel He-70,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1935-12-31 19:15:00,Egypt,Imperial Airways,Short S-8 Calcutta flying boat,13.0,9.0,4.0,10.0,9.0,1.0,0.0
1936-01-14 00:00:00,Colombia,Fuerza Aerea Colombiana,Junkers JU-52,16.0,13.0,3.0,13.0,10.0,3.0,0.0
1936-01-14 19:32:00,Arkansas,American Airlines,Douglas DC-2-120,17.0,14.0,3.0,17.0,14.0,3.0,0.0
1936-01-17 00:00:00,Boliva,Lloyd Aereo Boliviano,Junkers JU-52,13.0,10.0,3.0,13.0,10.0,3.0,0.0
1936-01-21 10:00:00,France,Air France,CAMS 53,6.0,3.0,3.0,6.0,3.0,3.0,0.0
1936-01-29 00:00:00,Texas,American Airlines,Vultee V-1,6.0,5.0,1.0,1.0,0.0,1.0,0.0
1936-02-10 00:00:00,Atlantic Ocean,Air France,Latecoere 301 (flying boat),6.0,1.0,5.0,6.0,1.0,5.0,0.0
1936-02-15 03:52:00,South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boat,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1936-03-05 00:00:00,China,China National Aviation Corporation,Ford 5-AT-D Tri-Motor,6.0,3.0,3.0,0.0,0.0,0.0,0.0
1936-03-14 00:00:00,Chile,Lan Chile,Fairchild FC-2,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1936-03-26 11:00:00,Mexico,Mexicana,Ford 5-AT-B Tri Motor,14.0,10.0,4.0,14.0,10.0,4.0,0.0
1936-04-01 19:10:00,New York,American Airlines,Stinson Model A,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1936-04-07 10:20:00,Pennsylvania,Trans Continental and Western Air,Douglas DC-2-112,14.0,11.0,3.0,12.0,10.0,2.0,0.0
1936-04-11 05:20:00,Trinidad,Pan American Airways,Sikorsky S-42A  Flying Boat,25.0,18.0,7.0,3.0,2.0,1.0,0.0
1936-04-15 00:00:00,Italy,Avio Linee Italiane,OFM F-VIIb/3m,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1936-04-17 00:00:00,Switzerland,Deutsche Lufthansa,Junkers JU-52,5.0,0.0,5.0,3.0,0.0,3.0,0.0
1936-04-21 00:00:00,France,Sabena,Fokker F-VII,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1936-04-30 00:00:00,Switzerland,Swissair,General Aviation GA-43,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1936-05-16 00:00:00,Australia,Holymans Airways,De Havilland DH-60 Moth,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1936-06-09 00:00:00,Sweden,A B Aerotransport,Fokker F-XXII,15.0,11.0,4.0,1.0,1.0,0.0,0.0
1936-06-13 00:00:00,Germany,Deutsche Lufthansa,Junkers JU-160,6.0,4.0,2.0,1.0,1.0,0.0,0.0
1936-06-16 07:00:00,Norway,Den Norske Luftfartskole,Junkers JU-52/3m,7.0,3.0,4.0,7.0,3.0,4.0,0.0
1936-07-15 00:00:00,Croatia,Aeroput,Spartan Cruiser,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1936-07-28 00:00:00,Tajikistan,Aeroflot,Tupolev ANT-9,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1936-07-31 19:30:00,Jersey,Guernsey Airways,Saro A-19 Cloud,10.0,8.0,2.0,10.0,8.0,2.0,0.0
